district,thana,year,quarter,deposits
SHARIATPUR Total,nan,2021,Q1,4899.53
SHARIATPUR Total,nan,2021,Q2,4898.95
SHARIATPUR Total,nan,2021,Q3,5047.69
SHARIATPUR Total,nan,2022,Q1,5359.06
SHARIATPUR Total,nan,2022,Q2,5581.03
SHARIATPUR Total,nan,2022,Q3,5417.16
SHARIATPUR Total,nan,2023,Q1,6001.13
SHARIATPUR Total,nan,2023,Q2,6314.95
SHARIATPUR Total,nan,2024,,6360.87
SHARIATPUR,BHEDERGANJ,2018,Q1,351.64
SHARIATPUR,BHEDERGANJ,2018,Q2,354.82
SHARIATPUR,BHEDERGANJ,2018,Q3,369.75
SHARIATPUR,BHEDERGANJ,2019,Q1,410.87
SHARIATPUR,BHEDERGANJ,2019,Q2,422.12
SHARIATPUR,BHEDERGANJ,2019,Q3,451.91
SHARIATPUR,BHEDERGANJ,2020,Q1,484.2
SHARIATPUR,BHEDERGANJ,2020,Q2,521.74
SHARIATPUR,BHEDERGANJ,2020,Q3,557.4
SHARIATPUR,BHEDERGANJ,2021,Q1,572.78
SHARIATPUR,BHEDERGANJ,2021,Q2,582.5
SHARIATPUR,BHEDERGANJ,2021,Q3,613.29
SHARIATPUR,BHEDERGANJ,2022,Q1,653.02
SHARIATPUR,BHEDERGANJ,2022,Q2,672.37
SHARIATPUR,BHEDERGANJ,2022,Q3,661.75
SHARIATPUR,BHEDERGANJ,2023,Q1,726.99
SHARIATPUR,BHEDERGANJ,2023,Q2,765.61
SHARIATPUR,BHEDERGANJ,2024,,768.28
nan,DAMODIYA,2018,Q1,377.05
nan,DAMODIYA,2018,Q2,384.03
nan,DAMODIYA,2018,Q3,400.53
nan,DAMODIYA,2019,Q1,422.89
nan,DAMODIYA,2019,Q2,433.13
nan,DAMODIYA,2019,Q3,454.16
nan,DAMODIYA,2020,Q1,469.56
nan,DAMODIYA,2020,Q2,503.0
nan,DAMODIYA,2020,Q3,526.72
nan,DAMODIYA,2021,Q1,541.9
nan,DAMODIYA,2021,Q2,560.27
nan,DAMODIYA,2021,Q3,578.6
nan,DAMODIYA,2022,Q1,606.21
nan,DAMODIYA,2022,Q2,633.42
nan,DAMODIYA,2022,Q3,589.65
nan,DAMODIYA,2023,Q1,638.45
nan,DAMODIYA,2023,Q2,647.86
nan,DAMODIYA,2024,,643.57
nan,GOOSHAIRHAT,2018,Q1,170.96
nan,GOOSHAIRHAT,2018,Q2,174.36
nan,GOOSHAIRHAT,2018,Q3,187.18
nan,GOOSHAIRHAT,2019,Q1,204.31
nan,GOOSHAIRHAT,2019,Q2,202.0
nan,GOOSHAIRHAT,2019,Q3,217.63
nan,GOOSHAIRHAT,2020,Q1,225.28
nan,GOOSHAIRHAT,2020,Q2,232.54
nan,GOOSHAIRHAT,2020,Q3,243.33
nan,GOOSHAIRHAT,2021,Q1,255.94
nan,GOOSHAIRHAT,2021,Q2,254.7
nan,GOOSHAIRHAT,2021,Q3,263.23
nan,GOOSHAIRHAT,2022,Q1,281.02
nan,GOOSHAIRHAT,2022,Q2,295.52
nan,GOOSHAIRHAT,2022,Q3,300.86
nan,GOOSHAIRHAT,2023,Q1,326.26
nan,GOOSHAIRHAT,2023,Q2,333.16
nan,GOOSHAIRHAT,2024,,333.81
nan,NARIA,2018,Q1,1105.47
nan,NARIA,2018,Q2,1133.56
nan,NARIA,2018,Q3,1187.17
nan,NARIA,2019,Q1,1267.24
nan,NARIA,2019,Q2,1327.06
nan,NARIA,2019,Q3,1408.02
nan,NARIA,2020,Q1,1420.2
nan,NARIA,2020,Q2,1537.64
nan,NARIA,2020,Q3,1630.29
nan,NARIA,2021,Q1,1697.42
nan,NARIA,2021,Q2,1762.26
nan,NARIA,2021,Q3,1838.52
nan,NARIA,2022,Q1,1912.47
nan,NARIA,2022,Q2,2005.7
nan,NARIA,2022,Q3,1936.89
nan,NARIA,2023,Q1,2127.15
nan,NARIA,2023,Q2,2257.2
nan,NARIA,2024,,2217.33
nan,PALONG/SADAR,2018,Q1,747.29
nan,PALONG/SADAR,2018,Q2,727.87
nan,PALONG/SADAR,2018,Q3,737.84
nan,PALONG/SADAR,2019,Q1,799.04
nan,PALONG/SADAR,2019,Q2,870.18
nan,PALONG/SADAR,2019,Q3,928.37
nan,PALONG/SADAR,2020,Q1,932.74
nan,PALONG/SADAR,2020,Q2,1004.26
nan,PALONG/SADAR,2020,Q3,1035.5
nan,PALONG/SADAR,2021,Q1,1254.61
nan,PALONG/SADAR,2021,Q2,1171.66
nan,PALONG/SADAR,2021,Q3,1183.65
nan,PALONG/SADAR,2022,Q1,1289.72
nan,PALONG/SADAR,2022,Q2,1343.86
nan,PALONG/SADAR,2022,Q3,1322.09
nan,PALONG/SADAR,2023,Q1,1494.97
nan,PALONG/SADAR,2023,Q2,1588.23
nan,PALONG/SADAR,2024,,1637.89
nan,SAKHIPUR,2018,Q1,20.33
nan,SAKHIPUR,2018,Q2,18.99
nan,SAKHIPUR,2018,Q3,21.12
nan,SAKHIPUR,2019,Q1,21.55
nan,SAKHIPUR,2019,Q2,22.7
nan,SAKHIPUR,2019,Q3,23.03
nan,SAKHIPUR,2020,Q1,21.4
nan,SAKHIPUR,2020,Q2,23.86
nan,SAKHIPUR,2020,Q3,25.22
nan,SAKHIPUR,2021,Q1,26.49
nan,SAKHIPUR,2021,Q2,27.05
nan,SAKHIPUR,2021,Q3,27.43
nan,SAKHIPUR,2022,Q1,34.27
nan,SAKHIPUR,2022,Q2,36.27
nan,SAKHIPUR,2022,Q3,39.48
nan,SAKHIPUR,2023,Q1,50.3
nan,SAKHIPUR,2023,Q2,52.1
nan,SAKHIPUR,2024,,53.21
nan,ZAJIRA,2018,Q1,337.99
nan,ZAJIRA,2018,Q2,334.63
nan,ZAJIRA,2018,Q3,346.12
nan,ZAJIRA,2019,Q1,396.1
nan,ZAJIRA,2019,Q2,392.87
nan,ZAJIRA,2019,Q3,409.24
nan,ZAJIRA,2020,Q1,467.94
nan,ZAJIRA,2020,Q2,510.76
nan,ZAJIRA,2020,Q3,524.01
nan,ZAJIRA,2021,Q1,550.39
nan,ZAJIRA,2021,Q2,540.5
nan,ZAJIRA,2021,Q3,542.97
nan,ZAJIRA,2022,Q1,582.36
nan,ZAJIRA,2022,Q2,593.91
nan,ZAJIRA,2022,Q3,566.44
nan,ZAJIRA,2023,Q1,637.01
nan,ZAJIRA,2023,Q2,670.8
nan,ZAJIRA,2024,,706.78
SHERPUR Total,nan,2018,Q1,1327.97
SHERPUR Total,nan,2018,Q2,1302.45
SHERPUR Total,nan,2018,Q3,1327.03
SHERPUR Total,nan,2019,Q1,1506.58
SHERPUR Total,nan,2019,Q2,1485.04
SHERPUR Total,nan,2019,Q3,1521.95
SHERPUR Total,nan,2020,Q1,1667.13
SHERPUR Total,nan,2020,Q2,1781.25
SHERPUR Total,nan,2020,Q3,1817.42
SHERPUR Total,nan,2021,Q1,1947.67
SHERPUR Total,nan,2021,Q2,2011.92
SHERPUR Total,nan,2021,Q3,2009.88
SHERPUR Total,nan,2022,Q1,2161.2
SHERPUR Total,nan,2022,Q2,2238.0
SHERPUR Total,nan,2022,Q3,2233.06
SHERPUR Total,nan,2023,Q1,2531.6
SHERPUR Total,nan,2023,Q2,2374.58
SHERPUR Total,nan,2024,,2358.61
SHERPUR,JHENAIGATI,2018,Q1,69.04
SHERPUR,JHENAIGATI,2018,Q2,62.27
SHERPUR,JHENAIGATI,2018,Q3,62.08
SHERPUR,JHENAIGATI,2019,Q1,72.22
SHERPUR,JHENAIGATI,2019,Q2,71.13
SHERPUR,JHENAIGATI,2019,Q3,72.87
SHERPUR,JHENAIGATI,2020,Q1,82.71
SHERPUR,JHENAIGATI,2020,Q2,87.46
SHERPUR,JHENAIGATI,2020,Q3,92.18
SHERPUR,JHENAIGATI,2021,Q1,100.72
SHERPUR,JHENAIGATI,2021,Q2,104.4
SHERPUR,JHENAIGATI,2021,Q3,105.75
SHERPUR,JHENAIGATI,2022,Q1,115.39
SHERPUR,JHENAIGATI,2022,Q2,113.45
SHERPUR,JHENAIGATI,2022,Q3,111.98
SHERPUR,JHENAIGATI,2023,Q1,115.59
SHERPUR,JHENAIGATI,2023,Q2,123.68
SHERPUR,JHENAIGATI,2024,,116.7
nan,NAKLA,2018,Q1,120.45
nan,NAKLA,2018,Q2,115.58
nan,NAKLA,2018,Q3,120.25
nan,NAKLA,2019,Q1,141.86
nan,NAKLA,2019,Q2,135.94
nan,NAKLA,2019,Q3,138.13
nan,NAKLA,2020,Q1,156.89
nan,NAKLA,2020,Q2,152.75
nan,NAKLA,2020,Q3,147.98
nan,NAKLA,2021,Q1,154.24
nan,NAKLA,2021,Q2,151.72
nan,NAKLA,2021,Q3,155.8
nan,NAKLA,2022,Q1,169.62
nan,NAKLA,2022,Q2,174.74
nan,NAKLA,2022,Q3,175.17
nan,NAKLA,2023,Q1,189.97
nan,NAKLA,2023,Q2,182.82
nan,NAKLA,2024,,180.16
nan,NALITABARI,2018,Q1,133.37
nan,NALITABARI,2018,Q2,127.57
nan,NALITABARI,2018,Q3,127.71
nan,NALITABARI,2019,Q1,151.27
nan,NALITABARI,2019,Q2,150.46
nan,NALITABARI,2019,Q3,154.71
nan,NALITABARI,2020,Q1,174.22
nan,NALITABARI,2020,Q2,180.69
nan,NALITABARI,2020,Q3,194.86
nan,NALITABARI,2021,Q1,218.76
nan,NALITABARI,2021,Q2,215.51
nan,NALITABARI,2021,Q3,233.27
nan,NALITABARI,2022,Q1,254.64
nan,NALITABARI,2022,Q2,256.8
nan,NALITABARI,2022,Q3,266.85
nan,NALITABARI,2023,Q1,275.92
nan,NALITABARI,2023,Q2,292.55
nan,NALITABARI,2024,,283.3
nan,SHERPUR SADAR,2018,Q1,898.12
nan,SHERPUR SADAR,2018,Q2,895.52
nan,SHERPUR SADAR,2018,Q3,904.78
nan,SHERPUR SADAR,2019,Q1,1019.8
nan,SHERPUR SADAR,2019,Q2,1009.87
nan,SHERPUR SADAR,2019,Q3,1036.59
nan,SHERPUR SADAR,2020,Q1,1111.86
nan,SHERPUR SADAR,2020,Q2,1214.35
nan,SHERPUR SADAR,2020,Q3,1238.04
nan,SHERPUR SADAR,2021,Q1,1325.47
nan,SHERPUR SADAR,2021,Q2,1390.78
nan,SHERPUR SADAR,2021,Q3,1365.97
nan,SHERPUR SADAR,2022,Q1,1451.21
nan,SHERPUR SADAR,2022,Q2,1539.71
nan,SHERPUR SADAR,2022,Q3,1510.82
nan,SHERPUR SADAR,2023,Q1,1640.45
nan,SHERPUR SADAR,2023,Q2,1606.4
nan,SHERPUR SADAR,2024,,1607.69
nan,SREEBORDI,2018,Q1,106.98
nan,SREEBORDI,2018,Q2,101.51
nan,SREEBORDI,2018,Q3,112.2
nan,SREEBORDI,2019,Q1,121.43
nan,SREEBORDI,2019,Q2,117.64
nan,SREEBORDI,2019,Q3,119.65
nan,SREEBORDI,2020,Q1,141.45
nan,SREEBORDI,2020,Q2,146.0
nan,SREEBORDI,2020,Q3,144.36
nan,SREEBORDI,2021,Q1,148.48
nan,SREEBORDI,2021,Q2,149.51
nan,SREEBORDI,2021,Q3,149.1
nan,SREEBORDI,2022,Q1,170.34
nan,SREEBORDI,2022,Q2,153.31
nan,SREEBORDI,2022,Q3,168.25
nan,SREEBORDI,2023,Q1,309.66
nan,SREEBORDI,2023,Q2,169.13
nan,SREEBORDI,2024,,170.75
SIRAJGANJ Total,nan,2018,Q1,5940.39
SIRAJGANJ Total,nan,2018,Q2,5913.67
SIRAJGANJ Total,nan,2018,Q3,6040.1
SIRAJGANJ Total,nan,2019,Q1,6592.96
SIRAJGANJ Total,nan,2019,Q2,6719.88
SIRAJGANJ Total,nan,2019,Q3,6995.7
SIRAJGANJ Total,nan,2020,Q1,7367.71
SIRAJGANJ Total,nan,2020,Q2,7692.57
SIRAJGANJ Total,nan,2020,Q3,7825.56
SIRAJGANJ Total,nan,2021,Q1,8255.08
SIRAJGANJ Total,nan,2021,Q2,8117.9
SIRAJGANJ Total,nan,2021,Q3,8528.12
SIRAJGANJ Total,nan,2022,Q1,8995.98
SIRAJGANJ Total,nan,2022,Q2,9000.53
SIRAJGANJ Total,nan,2022,Q3,8930.99
SIRAJGANJ Total,nan,2023,Q1,9688.39
SIRAJGANJ Total,nan,2023,Q2,9822.76
SIRAJGANJ Total,nan,2024,,10041.18
SIRAJGANJ,BELKUCHI,2018,Q1,710.65
SIRAJGANJ,BELKUCHI,2018,Q2,701.48
SIRAJGANJ,BELKUCHI,2018,Q3,693.33
SIRAJGANJ,BELKUCHI,2019,Q1,789.06
SIRAJGANJ,BELKUCHI,2019,Q2,811.88
SIRAJGANJ,BELKUCHI,2019,Q3,816.39
SIRAJGANJ,BELKUCHI,2020,Q1,862.25
SIRAJGANJ,BELKUCHI,2020,Q2,901.93
SIRAJGANJ,BELKUCHI,2020,Q3,900.68
SIRAJGANJ,BELKUCHI,2021,Q1,989.69
SIRAJGANJ,BELKUCHI,2021,Q2,999.62
SIRAJGANJ,BELKUCHI,2021,Q3,1007.55
SIRAJGANJ,BELKUCHI,2022,Q1,1076.89
SIRAJGANJ,BELKUCHI,2022,Q2,1097.49
SIRAJGANJ,BELKUCHI,2022,Q3,1023.55
SIRAJGANJ,BELKUCHI,2023,Q1,1092.2
SIRAJGANJ,BELKUCHI,2023,Q2,1096.5
SIRAJGANJ,BELKUCHI,2024,,1137.91
nan,CHOWHALI,2018,Q1,274.89
nan,CHOWHALI,2018,Q2,283.09
nan,CHOWHALI,2018,Q3,302.02
nan,CHOWHALI,2019,Q1,320.21
nan,CHOWHALI,2019,Q2,331.22
nan,CHOWHALI,2019,Q3,339.4
nan,CHOWHALI,2020,Q1,372.45
nan,CHOWHALI,2020,Q2,374.89
nan,CHOWHALI,2020,Q3,368.31
nan,CHOWHALI,2021,Q1,389.61
nan,CHOWHALI,2021,Q2,401.44
nan,CHOWHALI,2021,Q3,392.88
nan,CHOWHALI,2022,Q1,406.4
nan,CHOWHALI,2022,Q2,426.49
nan,CHOWHALI,2022,Q3,417.38
nan,CHOWHALI,2023,Q1,448.18
nan,CHOWHALI,2023,Q2,454.04
nan,CHOWHALI,2024,,449.48
nan,ENAYETPUR,2018,Q1,171.4
nan,ENAYETPUR,2018,Q2,173.83
nan,ENAYETPUR,2018,Q3,160.01
nan,ENAYETPUR,2019,Q1,192.24
nan,ENAYETPUR,2019,Q2,199.04
nan,ENAYETPUR,2019,Q3,184.95
nan,ENAYETPUR,2020,Q1,187.35
nan,ENAYETPUR,2020,Q2,219.52
nan,ENAYETPUR,2020,Q3,226.31
nan,ENAYETPUR,2021,Q1,270.19
nan,ENAYETPUR,2021,Q2,270.79
nan,ENAYETPUR,2021,Q3,265.62
nan,ENAYETPUR,2022,Q1,302.18
nan,ENAYETPUR,2022,Q2,323.23
nan,ENAYETPUR,2022,Q3,301.58
nan,ENAYETPUR,2023,Q1,336.15
nan,ENAYETPUR,2023,Q2,341.39
nan,ENAYETPUR,2024,,366.38
nan,KAMARKANDA,2018,Q1,152.59
nan,KAMARKANDA,2018,Q2,149.24
nan,KAMARKANDA,2018,Q3,147.95
nan,KAMARKANDA,2019,Q1,152.72
nan,KAMARKANDA,2019,Q2,149.6
nan,KAMARKANDA,2019,Q3,146.39
nan,KAMARKANDA,2020,Q1,154.56
nan,KAMARKANDA,2020,Q2,156.73
nan,KAMARKANDA,2020,Q3,201.09
nan,KAMARKANDA,2021,Q1,157.69
nan,KAMARKANDA,2021,Q2,168.42
nan,KAMARKANDA,2021,Q3,174.82
nan,KAMARKANDA,2022,Q1,188.36
nan,KAMARKANDA,2022,Q2,193.91
nan,KAMARKANDA,2022,Q3,190.75
nan,KAMARKANDA,2023,Q1,203.62
nan,KAMARKANDA,2023,Q2,206.06
nan,KAMARKANDA,2024,,210.1
nan,KAZIPUR,2018,Q1,248.53
nan,KAZIPUR,2018,Q2,253.27
nan,KAZIPUR,2018,Q3,253.92
nan,KAZIPUR,2019,Q1,287.43
nan,KAZIPUR,2019,Q2,271.12
nan,KAZIPUR,2019,Q3,284.29
nan,KAZIPUR,2020,Q1,290.98
nan,KAZIPUR,2020,Q2,288.17
nan,KAZIPUR,2020,Q3,494.5
nan,KAZIPUR,2021,Q1,311.92
nan,KAZIPUR,2021,Q2,310.13
nan,KAZIPUR,2021,Q3,319.69
nan,KAZIPUR,2022,Q1,342.9
nan,KAZIPUR,2022,Q2,332.01
nan,KAZIPUR,2022,Q3,323.34
nan,KAZIPUR,2023,Q1,338.32
nan,KAZIPUR,2023,Q2,352.61
nan,KAZIPUR,2024,,368.59
nan,RAIGANJ,2018,Q1,262.23
nan,RAIGANJ,2018,Q2,262.45
nan,RAIGANJ,2018,Q3,257.39
nan,RAIGANJ,2019,Q1,278.55
nan,RAIGANJ,2019,Q2,292.39
nan,RAIGANJ,2019,Q3,306.88
nan,RAIGANJ,2020,Q1,323.5
nan,RAIGANJ,2020,Q2,332.5
nan,RAIGANJ,2020,Q3,342.55
nan,RAIGANJ,2021,Q1,359.54
nan,RAIGANJ,2021,Q2,349.7
nan,RAIGANJ,2021,Q3,373.88
nan,RAIGANJ,2022,Q1,376.51
nan,RAIGANJ,2022,Q2,398.07
nan,RAIGANJ,2022,Q3,418.37
nan,RAIGANJ,2023,Q1,437.26
nan,RAIGANJ,2023,Q2,469.22
nan,RAIGANJ,2024,,452.73
nan,SALANGA,2018,Q1,138.5
nan,SALANGA,2018,Q2,142.92
nan,SALANGA,2018,Q3,142.42
nan,SALANGA,2019,Q1,154.83
nan,SALANGA,2019,Q2,163.98
nan,SALANGA,2019,Q3,196.14
nan,SALANGA,2020,Q1,198.12
nan,SALANGA,2020,Q2,216.66
nan,SALANGA,2020,Q3,226.1
nan,SALANGA,2021,Q1,241.83
nan,SALANGA,2021,Q2,228.75
nan,SALANGA,2021,Q3,254.98
nan,SALANGA,2022,Q1,259.02
nan,SALANGA,2022,Q2,270.53
nan,SALANGA,2022,Q3,366.11
nan,SALANGA,2023,Q1,475.33
nan,SALANGA,2023,Q2,465.36
nan,SALANGA,2024,,440.54
nan,SHAHJADPUR,2018,Q1,948.98
nan,SHAHJADPUR,2018,Q2,963.75
nan,SHAHJADPUR,2018,Q3,1003.65
nan,SHAHJADPUR,2019,Q1,1098.43
nan,SHAHJADPUR,2019,Q2,1121.84
nan,SHAHJADPUR,2019,Q3,1166.72
nan,SHAHJADPUR,2020,Q1,1202.88
nan,SHAHJADPUR,2020,Q2,1245.26
nan,SHAHJADPUR,2020,Q3,1277.07
nan,SHAHJADPUR,2021,Q1,1314.64
nan,SHAHJADPUR,2021,Q2,1317.48
nan,SHAHJADPUR,2021,Q3,1370.9
nan,SHAHJADPUR,2022,Q1,1442.59
nan,SHAHJADPUR,2022,Q2,1466.35
nan,SHAHJADPUR,2022,Q3,1439.51
nan,SHAHJADPUR,2023,Q1,1493.48
nan,SHAHJADPUR,2023,Q2,1536.34
nan,SHAHJADPUR,2024,,1507.99
nan,SIRAJGANJ SADAR,2018,Q1,2282.92
nan,SIRAJGANJ SADAR,2018,Q2,2234.05
nan,SIRAJGANJ SADAR,2018,Q3,2323.18
nan,SIRAJGANJ SADAR,2019,Q1,2523.58
nan,SIRAJGANJ SADAR,2019,Q2,2572.1
nan,SIRAJGANJ SADAR,2019,Q3,2728.02
nan,SIRAJGANJ SADAR,2020,Q1,2899.08
nan,SIRAJGANJ SADAR,2020,Q2,3047.4
nan,SIRAJGANJ SADAR,2020,Q3,2956.8
nan,SIRAJGANJ SADAR,2021,Q1,3223.21
nan,SIRAJGANJ SADAR,2021,Q2,3062.87
nan,SIRAJGANJ SADAR,2021,Q3,3289.44
nan,SIRAJGANJ SADAR,2022,Q1,3416.63
nan,SIRAJGANJ SADAR,2022,Q2,3330.58
nan,SIRAJGANJ SADAR,2022,Q3,3297.82
nan,SIRAJGANJ SADAR,2023,Q1,3682.45
nan,SIRAJGANJ SADAR,2023,Q2,3690.86
nan,SIRAJGANJ SADAR,2024,,3846.33
nan,TARASH,2018,Q1,123.11
nan,TARASH,2018,Q2,117.78
nan,TARASH,2018,Q3,121.23
nan,TARASH,2019,Q1,138.86
nan,TARASH,2019,Q2,130.48
nan,TARASH,2019,Q3,132.8
nan,TARASH,2020,Q1,150.2
nan,TARASH,2020,Q2,151.4
nan,TARASH,2020,Q3,143.48
nan,TARASH,2021,Q1,168.38
nan,TARASH,2021,Q2,169.9
nan,TARASH,2021,Q3,178.92
nan,TARASH,2022,Q1,255.88
nan,TARASH,2022,Q2,189.03
nan,TARASH,2022,Q3,188.97
nan,TARASH,2023,Q1,196.96
nan,TARASH,2023,Q2,198.3
nan,TARASH,2024,,209.98
nan,ULLAPARA,2018,Q1,626.58
nan,ULLAPARA,2018,Q2,631.8
nan,ULLAPARA,2018,Q3,635.0
nan,ULLAPARA,2019,Q1,657.05
nan,ULLAPARA,2019,Q2,676.24
nan,ULLAPARA,2019,Q3,693.71
nan,ULLAPARA,2020,Q1,726.35
nan,ULLAPARA,2020,Q2,758.11
nan,ULLAPARA,2020,Q3,688.66
nan,ULLAPARA,2021,Q1,828.38
nan,ULLAPARA,2021,Q2,838.8
nan,ULLAPARA,2021,Q3,899.43
nan,ULLAPARA,2022,Q1,928.62
nan,ULLAPARA,2022,Q2,972.85
nan,ULLAPARA,2022,Q3,963.6
nan,ULLAPARA,2023,Q1,984.45
nan,ULLAPARA,2023,Q2,1012.07
nan,ULLAPARA,2024,,1051.13
SUNAMGANJ Total,nan,2018,Q1,3263.16
SUNAMGANJ Total,nan,2018,Q2,3214.79
SUNAMGANJ Total,nan,2018,Q3,3305.66
SUNAMGANJ Total,nan,2019,Q1,3499.11
SUNAMGANJ Total,nan,2019,Q2,3482.8
SUNAMGANJ Total,nan,2019,Q3,3605.53
SUNAMGANJ Total,nan,2020,Q1,3856.55
SUNAMGANJ Total,nan,2020,Q2,3999.89
SUNAMGANJ Total,nan,2020,Q3,4186.16
SUNAMGANJ Total,nan,2021,Q1,4487.68
SUNAMGANJ Total,nan,2021,Q2,4462.35
SUNAMGANJ Total,nan,2021,Q3,4611.96
SUNAMGANJ Total,nan,2022,Q1,5461.97
SUNAMGANJ Total,nan,2022,Q2,5104.89
SUNAMGANJ Total,nan,2022,Q3,5066.99
SUNAMGANJ Total,nan,2023,Q1,5518.35
SUNAMGANJ Total,nan,2023,Q2,5786.58
SUNAMGANJ Total,nan,2024,,5925.2
SUNAMGANJ,BISHWAMVARPUR,2018,Q1,40.47
SUNAMGANJ,BISHWAMVARPUR,2018,Q2,41.05
SUNAMGANJ,BISHWAMVARPUR,2018,Q3,37.94
SUNAMGANJ,BISHWAMVARPUR,2019,Q1,45.09
SUNAMGANJ,BISHWAMVARPUR,2019,Q2,41.86
SUNAMGANJ,BISHWAMVARPUR,2019,Q3,43.5
SUNAMGANJ,BISHWAMVARPUR,2020,Q1,50.03
SUNAMGANJ,BISHWAMVARPUR,2020,Q2,51.89
SUNAMGANJ,BISHWAMVARPUR,2020,Q3,54.19
SUNAMGANJ,BISHWAMVARPUR,2021,Q1,58.68
SUNAMGANJ,BISHWAMVARPUR,2021,Q2,54.28
SUNAMGANJ,BISHWAMVARPUR,2021,Q3,57.2
SUNAMGANJ,BISHWAMVARPUR,2022,Q1,68.37
SUNAMGANJ,BISHWAMVARPUR,2022,Q2,89.65
SUNAMGANJ,BISHWAMVARPUR,2022,Q3,66.84
SUNAMGANJ,BISHWAMVARPUR,2023,Q1,67.9
SUNAMGANJ,BISHWAMVARPUR,2023,Q2,71.85
SUNAMGANJ,BISHWAMVARPUR,2024,,71.24
nan,CHHATAK,2018,Q1,840.82
nan,CHHATAK,2018,Q2,844.86
nan,CHHATAK,2018,Q3,859.38
nan,CHHATAK,2019,Q1,879.36
nan,CHHATAK,2019,Q2,871.95
nan,CHHATAK,2019,Q3,910.22
nan,CHHATAK,2020,Q1,962.28
nan,CHHATAK,2020,Q2,1006.54
nan,CHHATAK,2020,Q3,1097.14
nan,CHHATAK,2021,Q1,1187.97
nan,CHHATAK,2021,Q2,1178.68
nan,CHHATAK,2021,Q3,1196.33
nan,CHHATAK,2022,Q1,1455.91
nan,CHHATAK,2022,Q2,1292.9
nan,CHHATAK,2022,Q3,1277.93
nan,CHHATAK,2023,Q1,1366.17
nan,CHHATAK,2023,Q2,1457.54
nan,CHHATAK,2024,,1453.64
nan,DAKSHIN SUNAMGANJ,2018,Q1,70.58
nan,DAKSHIN SUNAMGANJ,2018,Q2,69.85
nan,DAKSHIN SUNAMGANJ,2018,Q3,70.8
nan,DAKSHIN SUNAMGANJ,2019,Q1,80.74
nan,DAKSHIN SUNAMGANJ,2019,Q2,78.68
nan,DAKSHIN SUNAMGANJ,2019,Q3,82.7
nan,DAKSHIN SUNAMGANJ,2020,Q1,93.62
nan,DAKSHIN SUNAMGANJ,2020,Q2,99.07
nan,DAKSHIN SUNAMGANJ,2020,Q3,106.98
nan,DAKSHIN SUNAMGANJ,2021,Q1,111.62
nan,DAKSHIN SUNAMGANJ,2021,Q2,110.55
nan,DAKSHIN SUNAMGANJ,2021,Q3,113.03
nan,DAKSHIN SUNAMGANJ,2022,Q1,149.05
nan,DAKSHIN SUNAMGANJ,2022,Q2,164.86
nan,DAKSHIN SUNAMGANJ,2022,Q3,137.7
nan,DAKSHIN SUNAMGANJ,2023,Q1,161.37
nan,DAKSHIN SUNAMGANJ,2023,Q2,176.93
nan,DAKSHIN SUNAMGANJ,2024,,175.75
nan,DERAI,2018,Q1,213.13
nan,DERAI,2018,Q2,211.46
nan,DERAI,2018,Q3,211.94
nan,DERAI,2019,Q1,239.18
nan,DERAI,2019,Q2,240.36
nan,DERAI,2019,Q3,240.88
nan,DERAI,2020,Q1,266.49
nan,DERAI,2020,Q2,274.55
nan,DERAI,2020,Q3,282.72
nan,DERAI,2021,Q1,290.1
nan,DERAI,2021,Q2,301.43
nan,DERAI,2021,Q3,304.73
nan,DERAI,2022,Q1,452.39
nan,DERAI,2022,Q2,357.1
nan,DERAI,2022,Q3,359.41
nan,DERAI,2023,Q1,415.55
nan,DERAI,2023,Q2,421.06
nan,DERAI,2024,,422.53
nan,DHARMAPASHA,2018,Q1,54.74
nan,DHARMAPASHA,2018,Q2,50.13
nan,DHARMAPASHA,2018,Q3,50.0
nan,DHARMAPASHA,2019,Q1,62.89
nan,DHARMAPASHA,2019,Q2,55.18
nan,DHARMAPASHA,2019,Q3,57.69
nan,DHARMAPASHA,2020,Q1,68.18
nan,DHARMAPASHA,2020,Q2,64.39
nan,DHARMAPASHA,2020,Q3,70.69
nan,DHARMAPASHA,2021,Q1,76.14
nan,DHARMAPASHA,2021,Q2,72.95
nan,DHARMAPASHA,2021,Q3,78.8
nan,DHARMAPASHA,2022,Q1,82.71
nan,DHARMAPASHA,2022,Q2,95.91
nan,DHARMAPASHA,2022,Q3,86.48
nan,DHARMAPASHA,2023,Q1,90.54
nan,DHARMAPASHA,2023,Q2,96.49
nan,DHARMAPASHA,2024,,86.42
nan,DOWAR BAZAR,2018,Q1,74.12
nan,DOWAR BAZAR,2018,Q2,68.92
nan,DOWAR BAZAR,2018,Q3,76.12
nan,DOWAR BAZAR,2019,Q1,79.22
nan,DOWAR BAZAR,2019,Q2,74.57
nan,DOWAR BAZAR,2019,Q3,74.18
nan,DOWAR BAZAR,2020,Q1,83.13
nan,DOWAR BAZAR,2020,Q2,87.78
nan,DOWAR BAZAR,2020,Q3,86.95
nan,DOWAR BAZAR,2021,Q1,93.59
nan,DOWAR BAZAR,2021,Q2,92.27
nan,DOWAR BAZAR,2021,Q3,97.01
nan,DOWAR BAZAR,2022,Q1,113.11
nan,DOWAR BAZAR,2022,Q2,126.25
nan,DOWAR BAZAR,2022,Q3,107.61
nan,DOWAR BAZAR,2023,Q1,124.71
