district,thana,year,quarter,deposits
MADARIPUR Total,nan,2021,Q3,5961.1
MADARIPUR Total,nan,2022,Q1,6154.01
MADARIPUR Total,nan,2022,Q2,6911.69
MADARIPUR Total,nan,2022,Q3,6298.41
MADARIPUR Total,nan,2023,Q1,6917.12
MADARIPUR Total,nan,2023,Q2,7207.85
MADARIPUR Total,nan,2024,,7217.64
MADARIPUR,KALKINI,2018,Q1,298.31
MADARIPUR,KALKINI,2018,Q2,311.61
MADARIPUR,KALKINI,2018,Q3,304.22
MADARIPUR,KALKINI,2019,Q1,335.44
MADARIPUR,KALKINI,2019,Q2,338.11
MADARIPUR,KALKINI,2019,Q3,352.6
MADARIPUR,KALKINI,2020,Q1,374.9
MADARIPUR,KALKINI,2020,Q2,411.48
MADARIPUR,KALKINI,2020,Q3,421.39
MADARIPUR,KALKINI,2021,Q1,460.45
MADARIPUR,KALKINI,2021,Q2,521.28
MADARIPUR,KALKINI,2021,Q3,491.55
MADARIPUR,KALKINI,2022,Q1,528.96
MADARIPUR,KALKINI,2022,Q2,545.25
MADARIPUR,KALKINI,2022,Q3,535.14
MADARIPUR,KALKINI,2023,Q1,569.79
MADARIPUR,KALKINI,2023,Q2,590.4
MADARIPUR,KALKINI,2024,,588.84
nan,MADARIPUR SADAR,2018,Q1,2028.17
nan,MADARIPUR SADAR,2018,Q2,1745.05
nan,MADARIPUR SADAR,2018,Q3,1949.88
nan,MADARIPUR SADAR,2019,Q1,2152.45
nan,MADARIPUR SADAR,2019,Q2,2046.96
nan,MADARIPUR SADAR,2019,Q3,2151.68
nan,MADARIPUR SADAR,2020,Q1,2509.48
nan,MADARIPUR SADAR,2020,Q2,3145.56
nan,MADARIPUR SADAR,2020,Q3,2665.97
nan,MADARIPUR SADAR,2021,Q1,2638.27
nan,MADARIPUR SADAR,2021,Q2,2625.7
nan,MADARIPUR SADAR,2021,Q3,2704.19
nan,MADARIPUR SADAR,2022,Q1,2813.66
nan,MADARIPUR SADAR,2022,Q2,3439.54
nan,MADARIPUR SADAR,2022,Q3,2878.53
nan,MADARIPUR SADAR,2023,Q1,3171.27
nan,MADARIPUR SADAR,2023,Q2,3288.05
nan,MADARIPUR SADAR,2024,,3299.28
nan,RAJOIR,2018,Q1,781.54
nan,RAJOIR,2018,Q2,800.54
nan,RAJOIR,2018,Q3,861.99
nan,RAJOIR,2019,Q1,861.16
nan,RAJOIR,2019,Q2,901.27
nan,RAJOIR,2019,Q3,956.86
nan,RAJOIR,2020,Q1,994.48
nan,RAJOIR,2020,Q2,1043.09
nan,RAJOIR,2020,Q3,1109.07
nan,RAJOIR,2021,Q1,1131.71
nan,RAJOIR,2021,Q2,1147.6
nan,RAJOIR,2021,Q3,1204.9
nan,RAJOIR,2022,Q1,1245.46
nan,RAJOIR,2022,Q2,1328.88
nan,RAJOIR,2022,Q3,1319.88
nan,RAJOIR,2023,Q1,1456.8
nan,RAJOIR,2023,Q2,1545.06
nan,RAJOIR,2024,,1543.91
nan,SHIBCHAR,2018,Q1,1121.38
nan,SHIBCHAR,2018,Q2,1153.92
nan,SHIBCHAR,2018,Q3,1187.49
nan,SHIBCHAR,2019,Q1,1315.6
nan,SHIBCHAR,2019,Q2,1349.86
nan,SHIBCHAR,2019,Q3,1404.25
nan,SHIBCHAR,2020,Q1,1427.82
nan,SHIBCHAR,2020,Q2,1505.94
nan,SHIBCHAR,2020,Q3,1524.68
nan,SHIBCHAR,2021,Q1,1512.32
nan,SHIBCHAR,2021,Q2,1504.76
nan,SHIBCHAR,2021,Q3,1560.46
nan,SHIBCHAR,2022,Q1,1565.93
nan,SHIBCHAR,2022,Q2,1598.02
nan,SHIBCHAR,2022,Q3,1564.86
nan,SHIBCHAR,2023,Q1,1719.27
nan,SHIBCHAR,2023,Q2,1784.34
nan,SHIBCHAR,2024,,1785.61
MAGURA Total,nan,2018,Q1,1576.35
MAGURA Total,nan,2018,Q2,1541.83
MAGURA Total,nan,2018,Q3,1552.24
MAGURA Total,nan,2019,Q1,1696.87
MAGURA Total,nan,2019,Q2,1700.6
MAGURA Total,nan,2019,Q3,1778.23
MAGURA Total,nan,2020,Q1,1885.71
MAGURA Total,nan,2020,Q2,1980.09
MAGURA Total,nan,2020,Q3,2078.59
MAGURA Total,nan,2021,Q1,2139.71
MAGURA Total,nan,2021,Q2,2266.38
MAGURA Total,nan,2021,Q3,2339.84
MAGURA Total,nan,2022,Q1,2305.47
MAGURA Total,nan,2022,Q2,2420.62
MAGURA Total,nan,2022,Q3,2429.7
MAGURA Total,nan,2023,Q1,2606.43
MAGURA Total,nan,2023,Q2,2702.33
MAGURA Total,nan,2024,,2707.27
MAGURA,MAGURA SADAR,2018,Q1,1062.26
MAGURA,MAGURA SADAR,2018,Q2,1021.93
MAGURA,MAGURA SADAR,2018,Q3,1044.75
MAGURA,MAGURA SADAR,2019,Q1,1135.06
MAGURA,MAGURA SADAR,2019,Q2,1163.7
MAGURA,MAGURA SADAR,2019,Q3,1214.97
MAGURA,MAGURA SADAR,2020,Q1,1289.55
MAGURA,MAGURA SADAR,2020,Q2,1374.69
MAGURA,MAGURA SADAR,2020,Q3,1444.27
MAGURA,MAGURA SADAR,2021,Q1,1462.98
MAGURA,MAGURA SADAR,2021,Q2,1580.47
MAGURA,MAGURA SADAR,2021,Q3,1622.73
MAGURA,MAGURA SADAR,2022,Q1,1548.91
MAGURA,MAGURA SADAR,2022,Q2,1642.47
MAGURA,MAGURA SADAR,2022,Q3,1642.4
MAGURA,MAGURA SADAR,2023,Q1,1758.75
MAGURA,MAGURA SADAR,2023,Q2,1821.9
MAGURA,MAGURA SADAR,2024,,1829.29
nan,MOHAMMADPUR,2018,Q1,171.28
nan,MOHAMMADPUR,2018,Q2,167.76
nan,MOHAMMADPUR,2018,Q3,168.7
nan,MOHAMMADPUR,2019,Q1,203.66
nan,MOHAMMADPUR,2019,Q2,186.12
nan,MOHAMMADPUR,2019,Q3,194.94
nan,MOHAMMADPUR,2020,Q1,212.62
nan,MOHAMMADPUR,2020,Q2,212.7
nan,MOHAMMADPUR,2020,Q3,220.83
nan,MOHAMMADPUR,2021,Q1,236.85
nan,MOHAMMADPUR,2021,Q2,242.4
nan,MOHAMMADPUR,2021,Q3,251.25
nan,MOHAMMADPUR,2022,Q1,265.72
nan,MOHAMMADPUR,2022,Q2,273.7
nan,MOHAMMADPUR,2022,Q3,271.02
nan,MOHAMMADPUR,2023,Q1,290.62
nan,MOHAMMADPUR,2023,Q2,290.33
nan,MOHAMMADPUR,2024,,290.89
nan,SHALIKHA,2018,Q1,159.81
nan,SHALIKHA,2018,Q2,175.82
nan,SHALIKHA,2018,Q3,163.39
nan,SHALIKHA,2019,Q1,173.15
nan,SHALIKHA,2019,Q2,168.69
nan,SHALIKHA,2019,Q3,178.23
nan,SHALIKHA,2020,Q1,185.01
nan,SHALIKHA,2020,Q2,191.28
nan,SHALIKHA,2020,Q3,201.16
nan,SHALIKHA,2021,Q1,208.97
nan,SHALIKHA,2021,Q2,212.42
nan,SHALIKHA,2021,Q3,221.92
nan,SHALIKHA,2022,Q1,234.23
nan,SHALIKHA,2022,Q2,243.72
nan,SHALIKHA,2022,Q3,256.04
nan,SHALIKHA,2023,Q1,271.8
nan,SHALIKHA,2023,Q2,290.15
nan,SHALIKHA,2024,,287.64
nan,SREEPUR,2018,Q1,183.0
nan,SREEPUR,2018,Q2,176.32
nan,SREEPUR,2018,Q3,175.4
nan,SREEPUR,2019,Q1,184.99
nan,SREEPUR,2019,Q2,182.08
nan,SREEPUR,2019,Q3,190.09
nan,SREEPUR,2020,Q1,198.53
nan,SREEPUR,2020,Q2,201.43
nan,SREEPUR,2020,Q3,212.33
nan,SREEPUR,2021,Q1,230.9
nan,SREEPUR,2021,Q2,231.09
nan,SREEPUR,2021,Q3,243.94
nan,SREEPUR,2022,Q1,256.62
nan,SREEPUR,2022,Q2,260.73
nan,SREEPUR,2022,Q3,260.24
nan,SREEPUR,2023,Q1,285.27
nan,SREEPUR,2023,Q2,299.95
nan,SREEPUR,2024,,299.44
MANIKGANJ Total,nan,2018,Q1,4267.84
MANIKGANJ Total,nan,2018,Q2,4245.04
MANIKGANJ Total,nan,2018,Q3,4299.91
MANIKGANJ Total,nan,2019,Q1,4510.44
MANIKGANJ Total,nan,2019,Q2,4655.89
MANIKGANJ Total,nan,2019,Q3,4797.99
MANIKGANJ Total,nan,2020,Q1,5024.62
MANIKGANJ Total,nan,2020,Q2,5321.55
MANIKGANJ Total,nan,2020,Q3,5570.39
MANIKGANJ Total,nan,2021,Q1,5713.7
MANIKGANJ Total,nan,2021,Q2,5921.78
MANIKGANJ Total,nan,2021,Q3,6132.86
MANIKGANJ Total,nan,2022,Q1,6372.89
MANIKGANJ Total,nan,2022,Q2,6613.38
MANIKGANJ Total,nan,2022,Q3,6474.83
MANIKGANJ Total,nan,2023,Q1,7074.94
MANIKGANJ Total,nan,2023,Q2,7222.5
MANIKGANJ Total,nan,2024,,7263.75
MANIKGANJ,DAULATPUR,2018,Q1,111.35
MANIKGANJ,DAULATPUR,2018,Q2,110.51
MANIKGANJ,DAULATPUR,2018,Q3,114.72
MANIKGANJ,DAULATPUR,2019,Q1,128.55
MANIKGANJ,DAULATPUR,2019,Q2,118.42
MANIKGANJ,DAULATPUR,2019,Q3,124.31
MANIKGANJ,DAULATPUR,2020,Q1,132.66
MANIKGANJ,DAULATPUR,2020,Q2,138.99
MANIKGANJ,DAULATPUR,2020,Q3,148.96
MANIKGANJ,DAULATPUR,2021,Q1,154.44
MANIKGANJ,DAULATPUR,2021,Q2,149.29
MANIKGANJ,DAULATPUR,2021,Q3,159.21
MANIKGANJ,DAULATPUR,2022,Q1,170.1
MANIKGANJ,DAULATPUR,2022,Q2,186.51
MANIKGANJ,DAULATPUR,2022,Q3,182.14
MANIKGANJ,DAULATPUR,2023,Q1,208.84
MANIKGANJ,DAULATPUR,2023,Q2,208.69
MANIKGANJ,DAULATPUR,2024,,210.24
nan,GHIOR,2018,Q1,244.85
nan,GHIOR,2018,Q2,231.7
nan,GHIOR,2018,Q3,230.14
nan,GHIOR,2019,Q1,243.46
nan,GHIOR,2019,Q2,241.67
nan,GHIOR,2019,Q3,249.51
nan,GHIOR,2020,Q1,267.32
nan,GHIOR,2020,Q2,279.13
nan,GHIOR,2020,Q3,293.19
nan,GHIOR,2021,Q1,310.66
nan,GHIOR,2021,Q2,316.08
nan,GHIOR,2021,Q3,337.28
nan,GHIOR,2022,Q1,344.87
nan,GHIOR,2022,Q2,350.5
nan,GHIOR,2022,Q3,351.75
nan,GHIOR,2023,Q1,373.58
nan,GHIOR,2023,Q2,387.99
nan,GHIOR,2024,,395.31
nan,HARIRAMPUR,2018,Q1,236.78
nan,HARIRAMPUR,2018,Q2,263.93
nan,HARIRAMPUR,2018,Q3,261.43
nan,HARIRAMPUR,2019,Q1,275.65
nan,HARIRAMPUR,2019,Q2,314.86
nan,HARIRAMPUR,2019,Q3,289.57
nan,HARIRAMPUR,2020,Q1,306.13
nan,HARIRAMPUR,2020,Q2,312.72
nan,HARIRAMPUR,2020,Q3,322.29
nan,HARIRAMPUR,2021,Q1,318.85
nan,HARIRAMPUR,2021,Q2,344.83
nan,HARIRAMPUR,2021,Q3,359.38
nan,HARIRAMPUR,2022,Q1,387.04
nan,HARIRAMPUR,2022,Q2,398.8
nan,HARIRAMPUR,2022,Q3,387.68
nan,HARIRAMPUR,2023,Q1,444.82
nan,HARIRAMPUR,2023,Q2,451.77
nan,HARIRAMPUR,2024,,457.92
nan,MANIKGANJ SADAR,2018,Q1,2184.23
nan,MANIKGANJ SADAR,2018,Q2,2183.86
nan,MANIKGANJ SADAR,2018,Q3,2228.51
nan,MANIKGANJ SADAR,2019,Q1,2345.0
nan,MANIKGANJ SADAR,2019,Q2,2414.89
nan,MANIKGANJ SADAR,2019,Q3,2510.9
nan,MANIKGANJ SADAR,2020,Q1,2623.4
nan,MANIKGANJ SADAR,2020,Q2,2771.21
nan,MANIKGANJ SADAR,2020,Q3,2869.42
nan,MANIKGANJ SADAR,2021,Q1,2958.97
nan,MANIKGANJ SADAR,2021,Q2,3079.38
nan,MANIKGANJ SADAR,2021,Q3,3195.04
nan,MANIKGANJ SADAR,2022,Q1,3246.74
nan,MANIKGANJ SADAR,2022,Q2,3362.5
nan,MANIKGANJ SADAR,2022,Q3,3315.05
nan,MANIKGANJ SADAR,2023,Q1,3613.56
nan,MANIKGANJ SADAR,2023,Q2,3694.4
nan,MANIKGANJ SADAR,2024,,3717.36
nan,SATURIA,2018,Q1,374.21
nan,SATURIA,2018,Q2,368.53
nan,SATURIA,2018,Q3,364.96
nan,SATURIA,2019,Q1,375.24
nan,SATURIA,2019,Q2,367.98
nan,SATURIA,2019,Q3,383.99
nan,SATURIA,2020,Q1,394.94
nan,SATURIA,2020,Q2,411.69
nan,SATURIA,2020,Q3,432.68
nan,SATURIA,2021,Q1,445.72
nan,SATURIA,2021,Q2,459.8
nan,SATURIA,2021,Q3,460.81
nan,SATURIA,2022,Q1,480.45
nan,SATURIA,2022,Q2,493.53
nan,SATURIA,2022,Q3,494.68
nan,SATURIA,2023,Q1,544.42
nan,SATURIA,2023,Q2,556.66
nan,SATURIA,2024,,559.95
nan,SHIVALAYA,2018,Q1,309.45
nan,SHIVALAYA,2018,Q2,295.47
nan,SHIVALAYA,2018,Q3,291.42
nan,SHIVALAYA,2019,Q1,298.62
nan,SHIVALAYA,2019,Q2,305.93
nan,SHIVALAYA,2019,Q3,315.9
nan,SHIVALAYA,2020,Q1,348.14
nan,SHIVALAYA,2020,Q2,357.75
nan,SHIVALAYA,2020,Q3,366.46
nan,SHIVALAYA,2021,Q1,377.75
nan,SHIVALAYA,2021,Q2,405.38
nan,SHIVALAYA,2021,Q3,409.33
nan,SHIVALAYA,2022,Q1,451.26
nan,SHIVALAYA,2022,Q2,450.01
nan,SHIVALAYA,2022,Q3,445.22
nan,SHIVALAYA,2023,Q1,469.78
nan,SHIVALAYA,2023,Q2,481.55
nan,SHIVALAYA,2024,,477.76
nan,SINGAIR,2018,Q1,806.98
nan,SINGAIR,2018,Q2,791.04
nan,SINGAIR,2018,Q3,808.73
nan,SINGAIR,2019,Q1,843.92
nan,SINGAIR,2019,Q2,892.14
nan,SINGAIR,2019,Q3,923.81
nan,SINGAIR,2020,Q1,952.03
nan,SINGAIR,2020,Q2,1050.06
nan,SINGAIR,2020,Q3,1137.39
nan,SINGAIR,2021,Q1,1147.31
nan,SINGAIR,2021,Q2,1167.01
nan,SINGAIR,2021,Q3,1211.8
nan,SINGAIR,2022,Q1,1292.43
nan,SINGAIR,2022,Q2,1371.53
nan,SINGAIR,2022,Q3,1298.32
nan,SINGAIR,2023,Q1,1419.94
nan,SINGAIR,2023,Q2,1441.44
nan,SINGAIR,2024,,1445.22
MEHERPUR Total,nan,2018,Q1,1011.57
MEHERPUR Total,nan,2018,Q2,982.1
MEHERPUR Total,nan,2018,Q3,1026.33
MEHERPUR Total,nan,2019,Q1,1083.69
MEHERPUR Total,nan,2019,Q2,1074.94
MEHERPUR Total,nan,2019,Q3,1144.17
MEHERPUR Total,nan,2020,Q1,1228.52
MEHERPUR Total,nan,2020,Q2,1319.53
MEHERPUR Total,nan,2020,Q3,1425.86
MEHERPUR Total,nan,2021,Q1,1473.24
MEHERPUR Total,nan,2021,Q2,1467.98
MEHERPUR Total,nan,2021,Q3,1521.59
MEHERPUR Total,nan,2022,Q1,2203.43
MEHERPUR Total,nan,2022,Q2,1597.69
MEHERPUR Total,nan,2022,Q3,1574.11
MEHERPUR Total,nan,2023,Q1,1624.26
MEHERPUR Total,nan,2023,Q2,1681.02
MEHERPUR Total,nan,2024,,1686.17
MEHERPUR,GANGNI,2018,Q1,277.4
MEHERPUR,GANGNI,2018,Q2,278.08
MEHERPUR,GANGNI,2018,Q3,287.89
MEHERPUR,GANGNI,2019,Q1,308.98
MEHERPUR,GANGNI,2019,Q2,301.48
MEHERPUR,GANGNI,2019,Q3,319.68
MEHERPUR,GANGNI,2020,Q1,344.5
MEHERPUR,GANGNI,2020,Q2,370.62
MEHERPUR,GANGNI,2020,Q3,390.31
MEHERPUR,GANGNI,2021,Q1,402.85
MEHERPUR,GANGNI,2021,Q2,407.04
MEHERPUR,GANGNI,2021,Q3,434.45
MEHERPUR,GANGNI,2022,Q1,851.02
MEHERPUR,GANGNI,2022,Q2,453.21
MEHERPUR,GANGNI,2022,Q3,447.22
MEHERPUR,GANGNI,2023,Q1,448.87
MEHERPUR,GANGNI,2023,Q2,474.93
MEHERPUR,GANGNI,2024,,472.99
nan,MEHERPUR,2018,Q1,677.36
nan,MEHERPUR,2018,Q2,648.73
nan,MEHERPUR,2018,Q3,681.3
nan,MEHERPUR,2019,Q1,712.01
nan,MEHERPUR,2019,Q2,711.57
nan,MEHERPUR,2019,Q3,758.96
nan,MEHERPUR,2020,Q1,811.15
nan,MEHERPUR,2020,Q2,875.41
nan,MEHERPUR,2020,Q3,956.38
nan,MEHERPUR,2021,Q1,991.51
nan,MEHERPUR,2021,Q2,982.11
nan,MEHERPUR,2021,Q3,1007.6
nan,MEHERPUR,2022,Q1,1265.72
nan,MEHERPUR,2022,Q2,1059.75
nan,MEHERPUR,2022,Q3,1042.69
nan,MEHERPUR,2023,Q1,1087.1
nan,MEHERPUR,2023,Q2,1113.85
nan,MEHERPUR,2024,,1115.07
nan,MUZIBNAGAR,2018,Q1,56.81
nan,MUZIBNAGAR,2018,Q2,55.29
nan,MUZIBNAGAR,2018,Q3,57.14
nan,MUZIBNAGAR,2019,Q1,62.69
nan,MUZIBNAGAR,2019,Q2,61.89
nan,MUZIBNAGAR,2019,Q3,65.53
nan,MUZIBNAGAR,2020,Q1,72.88
nan,MUZIBNAGAR,2020,Q2,73.51
nan,MUZIBNAGAR,2020,Q3,79.17
nan,MUZIBNAGAR,2021,Q1,78.89
nan,MUZIBNAGAR,2021,Q2,78.83
nan,MUZIBNAGAR,2021,Q3,79.54
nan,MUZIBNAGAR,2022,Q1,86.68
nan,MUZIBNAGAR,2022,Q2,84.73
nan,MUZIBNAGAR,2022,Q3,84.2
nan,MUZIBNAGAR,2023,Q1,88.29
nan,MUZIBNAGAR,2023,Q2,92.24
nan,MUZIBNAGAR,2024,,98.11
MOULVIBAZAR Total,nan,2018,Q1,8010.35
MOULVIBAZAR Total,nan,2018,Q2,7952.92
MOULVIBAZAR Total,nan,2018,Q3,8142.01
MOULVIBAZAR Total,nan,2019,Q1,8406.42
MOULVIBAZAR Total,nan,2019,Q2,8540.43
MOULVIBAZAR Total,nan,2019,Q3,8905.02
MOULVIBAZAR Total,nan,2020,Q1,9352.88
MOULVIBAZAR Total,nan,2020,Q2,9831.21
MOULVIBAZAR Total,nan,2020,Q3,10075.38
MOULVIBAZAR Total,nan,2021,Q1,10565.6
MOULVIBAZAR Total,nan,2021,Q2,10761.23
MOULVIBAZAR Total,nan,2021,Q3,11017.76
MOULVIBAZAR Total,nan,2022,Q1,12026.82
MOULVIBAZAR Total,nan,2022,Q2,11885.24
MOULVIBAZAR Total,nan,2022,Q3,11962.81
MOULVIBAZAR Total,nan,2023,Q1,12995.88
MOULVIBAZAR Total,nan,2023,Q2,13697.73
MOULVIBAZAR Total,nan,2024,,13670.88
MOULVIBAZAR,BARALEKHA,2018,Q1,889.83
MOULVIBAZAR,BARALEKHA,2018,Q2,907.44
MOULVIBAZAR,BARALEKHA,2018,Q3,946.63
MOULVIBAZAR,BARALEKHA,2019,Q1,962.96
MOULVIBAZAR,BARALEKHA,2019,Q2,986.54
MOULVIBAZAR,BARALEKHA,2019,Q3,1026.42
MOULVIBAZAR,BARALEKHA,2020,Q1,1075.67
MOULVIBAZAR,BARALEKHA,2020,Q2,1117.59
MOULVIBAZAR,BARALEKHA,2020,Q3,1173.33
MOULVIBAZAR,BARALEKHA,2021,Q1,1211.17
MOULVIBAZAR,BARALEKHA,2021,Q2,1240.27
MOULVIBAZAR,BARALEKHA,2021,Q3,1269.79
MOULVIBAZAR,BARALEKHA,2022,Q1,1470.27
MOULVIBAZAR,BARALEKHA,2022,Q2,1391.1
MOULVIBAZAR,BARALEKHA,2022,Q3,1371.68
MOULVIBAZAR,BARALEKHA,2023,Q1,1488.47
MOULVIBAZAR,BARALEKHA,2023,Q2,1540.53
MOULVIBAZAR,BARALEKHA,2024,,1535.17
nan,JURI,2018,Q1,265.57
nan,JURI,2018,Q2,269.65
nan,JURI,2018,Q3,274.73
nan,JURI,2019,Q1,290.2
nan,JURI,2019,Q2,300.98
nan,JURI,2019,Q3,320.87
nan,JURI,2020,Q1,334.94
nan,JURI,2020,Q2,357.13
nan,JURI,2020,Q3,373.82
nan,JURI,2021,Q1,390.37
nan,JURI,2021,Q2,411.6
nan,JURI,2021,Q3,423.5
nan,JURI,2022,Q1,513.51
nan,JURI,2022,Q2,466.37
nan,JURI,2022,Q3,469.2
nan,JURI,2023,Q1,508.52
nan,JURI,2023,Q2,546.53
nan,JURI,2024,,541.49
nan,KAMALGANJ,2018,Q1,359.48
nan,KAMALGANJ,2018,Q2,359.43
nan,KAMALGANJ,2018,Q3,377.98
nan,KAMALGANJ,2019,Q1,385.53
nan,KAMALGANJ,2019,Q2,390.34
nan,KAMALGANJ,2019,Q3,411.31
nan,KAMALGANJ,2020,Q1,440.29
nan,KAMALGANJ,2020,Q2,458.58
nan,KAMALGANJ,2020,Q3,480.13
nan,KAMALGANJ,2021,Q1,493.85
nan,KAMALGANJ,2021,Q2,475.62
nan,KAMALGANJ,2021,Q3,483.99
nan,KAMALGANJ,2022,Q1,561.8
nan,KAMALGANJ,2022,Q2,576.73
nan,KAMALGANJ,2022,Q3,594.02
nan,KAMALGANJ,2023,Q1,649.4
nan,KAMALGANJ,2023,Q2,689.08
nan,KAMALGANJ,2024,,727.86
nan,KULAURA,2018,Q1,1034.09
nan,KULAURA,2018,Q2,1040.34
nan,KULAURA,2018,Q3,1100.92
nan,KULAURA,2019,Q1,1115.82
nan,KULAURA,2019,Q2,1131.42
nan,KULAURA,2019,Q3,1183.02
nan,KULAURA,2020,Q1,1232.54
nan,KULAURA,2020,Q2,1295.22
nan,KULAURA,2020,Q3,1349.69
nan,KULAURA,2021,Q1,1413.49
nan,KULAURA,2021,Q2,1468.4
nan,KULAURA,2021,Q3,1478.06
nan,KULAURA,2022,Q1,1528.89
nan,KULAURA,2022,Q2,1597.33
nan,KULAURA,2022,Q3,1586.84
nan,KULAURA,2023,Q1,1720.32
nan,KULAURA,2023,Q2,1813.93
nan,KULAURA,2024,,1831.37
nan,MOULVIBAZAR SADAR,2018,Q1,3973.33
nan,MOULVIBAZAR SADAR,2018,Q2,3891.5
nan,MOULVIBAZAR SADAR,2018,Q3,3906.84
nan,MOULVIBAZAR SADAR,2019,Q1,4053.01
nan,MOULVIBAZAR SADAR,2019,Q2,4093.94
nan,MOULVIBAZAR SADAR,2019,Q3,4225.23
nan,MOULVIBAZAR SADAR,2020,Q1,4333.0
nan,MOULVIBAZAR SADAR,2020,Q2,4603.88
nan,MOULVIBAZAR SADAR,2020,Q3,4627.3
nan,MOULVIBAZAR SADAR,2021,Q1,4890.63
nan,MOULVIBAZAR SADAR,2021,Q2,4946.31
nan,MOULVIBAZAR SADAR,2021,Q3,5089.44
nan,MOULVIBAZAR SADAR,2022,Q1,5350.61
nan,MOULVIBAZAR SADAR,2022,Q2,5345.45
nan,MOULVIBAZAR SADAR,2022,Q3,5413.32
nan,MOULVIBAZAR SADAR,2023,Q1,5856.87
nan,MOULVIBAZAR SADAR,2023,Q2,6194.04
nan,MOULVIBAZAR SADAR,2024,,6101.32
nan,RAJANAGAR,2018,Q1,259.48
nan,RAJANAGAR,2018,Q2,247.35
nan,RAJANAGAR,2018,Q3,255.83
nan,RAJANAGAR,2019,Q1,271.58
nan,RAJANAGAR,2019,Q2,278.22
nan,RAJANAGAR,2019,Q3,287.37
nan,RAJANAGAR,2020,Q1,336.76
nan,RAJANAGAR,2020,Q2,336.29
nan,RAJANAGAR,2020,Q3,361.94
nan,RAJANAGAR,2021,Q1,400.46
nan,RAJANAGAR,2021,Q2,419.06
nan,RAJANAGAR,2021,Q3,439.51
nan,RAJANAGAR,2022,Q1,494.14
nan,RAJANAGAR,2022,Q2,504.75
nan,RAJANAGAR,2022,Q3,519.82
nan,RAJANAGAR,2023,Q1,582.52
nan,RAJANAGAR,2023,Q2,627.75
nan,RAJANAGAR,2024,,646.47
nan,SREEMANGAL,2018,Q1,1228.57
nan,SREEMANGAL,2018,Q2,1237.21
nan,SREEMANGAL,2018,Q3,1279.07
nan,SREEMANGAL,2019,Q1,1327.32
nan,SREEMANGAL,2019,Q2,1358.99
nan,SREEMANGAL,2019,Q3,1450.81
nan,SREEMANGAL,2020,Q1,1599.67
nan,SREEMANGAL,2020,Q2,1662.53
nan,SREEMANGAL,2020,Q3,1709.18
nan,SREEMANGAL,2021,Q1,1765.63
nan,SREEMANGAL,2021,Q2,1799.97
nan,SREEMANGAL,2021,Q3,1833.48
nan,SREEMANGAL,2022,Q1,2107.6
nan,SREEMANGAL,2022,Q2,2003.51
nan,SREEMANGAL,2022,Q3,2007.94
nan,SREEMANGAL,2023,Q1,2189.78
nan,SREEMANGAL,2023,Q2,2285.88
nan,SREEMANGAL,2024,,2287.2
MUNSHIGANJ Total,nan,2018,Q1,6729.14
MUNSHIGANJ Total,nan,2018,Q2,6843.2
MUNSHIGANJ Total,nan,2018,Q3,7106.03
MUNSHIGANJ Total,nan,2019,Q1,7469.94
MUNSHIGANJ Total,nan,2019,Q2,7689.52
MUNSHIGANJ Total,nan,2019,Q3,8075.08
MUNSHIGANJ Total,nan,2020,Q1,8170.14
MUNSHIGANJ Total,nan,2020,Q2,8996.61
MUNSHIGANJ Total,nan,2020,Q3,9779.16
MUNSHIGANJ Total,nan,2021,Q1,10062.48
MUNSHIGANJ Total,nan,2021,Q2,10190.58
MUNSHIGANJ Total,nan,2021,Q3,10589.61
MUNSHIGANJ Total,nan,2022,Q1,11081.02
MUNSHIGANJ Total,nan,2022,Q2,11301.24
MUNSHIGANJ Total,nan,2022,Q3,10913.68
MUNSHIGANJ Total,nan,2023,Q1,11698.75
MUNSHIGANJ Total,nan,2023,Q2,11941.84
MUNSHIGANJ Total,nan,2024,,11807.11
MUNSHIGANJ,GAZARIA,2018,Q1,465.99
MUNSHIGANJ,GAZARIA,2018,Q2,476.75
MUNSHIGANJ,GAZARIA,2018,Q3,501.51
MUNSHIGANJ,GAZARIA,2019,Q1,553.63
MUNSHIGANJ,GAZARIA,2019,Q2,557.86
MUNSHIGANJ,GAZARIA,2019,Q3,581.48
MUNSHIGANJ,GAZARIA,2020,Q1,604.72
MUNSHIGANJ,GAZARIA,2020,Q2,620.55
MUNSHIGANJ,GAZARIA,2020,Q3,649.61
MUNSHIGANJ,GAZARIA,2021,Q1,700.15
MUNSHIGANJ,GAZARIA,2021,Q2,721.82
MUNSHIGANJ,GAZARIA,2021,Q3,759.71
MUNSHIGANJ,GAZARIA,2022,Q1,829.68
MUNSHIGANJ,GAZARIA,2022,Q2,843.65
MUNSHIGANJ,GAZARIA,2022,Q3,821.5
MUNSHIGANJ,GAZARIA,2023,Q1,841.06
MUNSHIGANJ,GAZARIA,2023,Q2,859.95
MUNSHIGANJ,GAZARIA,2024,,857.08
nan,LOHAJONG,2018,Q1,502.43
nan,LOHAJONG,2018,Q2,511.19
nan,LOHAJONG,2018,Q3,580.06
nan,LOHAJONG,2019,Q1,575.58
nan,LOHAJONG,2019,Q2,563.12
nan,LOHAJONG,2019,Q3,589.75
nan,LOHAJONG,2020,Q1,665.6
nan,LOHAJONG,2020,Q2,647.36
nan,LOHAJONG,2020,Q3,692.4
nan,LOHAJONG,2021,Q1,744.41
